nitrogen,phosphorus,potassium,rainfall,temperature,soil,season,irrigation,label
66,75,61,282,24,clay,kharif,yes,maize
54,40,28,67,18,sandy,zaid,no,maize
26,61,34,159,31,clay,zaid,no,rice
12,56,80,98,32,loamy,zaid,no,rice
72,75,93,288,23,loamy,rabi,no,wheat
37,54,11,281,37,clay,kharif,yes,wheat
97,91,11,108,23,clay,zaid,yes,cotton
35,78,71,276,30,loamy,kharif,no,rice
96,36,83,141,24,loamy,zaid,no,wheat
46,73,56,264,28,clay,rabi,yes,cotton
40,23,31,184,22,loamy,rabi,no,maize
20,88,36,226,38,clay,rabi,no,rice
53,98,35,103,27,clay,rabi,yes,cotton
41,70,95,144,35,sandy,kharif,yes,sugarcane
54,27,30,238,40,sandy,kharif,no,cotton
27,74,42,234,18,clay,rabi,no,maize
33,79,86,257,30,clay,rabi,no,maize
48,99,98,186,19,loamy,rabi,no,cotton
85,46,10,244,32,clay,rabi,no,cotton
53,25,98,245,20,clay,rabi,yes,wheat
82,53,55,171,27,loamy,kharif,yes,sugarcane
18,14,39,184,31,loamy,rabi,yes,cotton
40,24,67,249,22,sandy,rabi,yes,wheat
75,31,13,167,38,sandy,rabi,no,cotton
68,40,10,76,17,loamy,kharif,no,maize
32,62,91,71,30,sandy,rabi,yes,sugarcane
61,48,62,75,25,sandy,zaid,no,cotton
91,44,14,294,32,clay,rabi,no,sugarcane
39,36,67,207,17,sandy,zaid,no,wheat
43,66,12,155,29,clay,zaid,no,maize
44,68,21,116,36,clay,rabi,yes,maize
24,91,74,218,23,sandy,rabi,yes,cotton
51,15,83,75,16,clay,zaid,no,sugarcane
84,15,48,59,26,sandy,kharif,no,rice
48,26,70,67,33,loamy,zaid,yes,maize
67,67,35,251,25,sandy,rabi,no,cotton
47,47,13,165,23,loamy,rabi,no,maize
67,75,29,252,37,sandy,zaid,yes,maize
19,29,79,254,35,loamy,zaid,no,cotton
35,33,85,174,15,clay,kharif,yes,maize
22,22,100,179,26,clay,rabi,yes,wheat
73,26,46,69,39,clay,rabi,no,wheat
33,51,85,286,37,sandy,rabi,no,rice
61,55,47,162,24,clay,rabi,no,rice
77,72,38,258,31,sandy,rabi,yes,sugarcane
87,62,19,52,32,loamy,zaid,yes,wheat
73,87,28,260,15,sandy,zaid,no,wheat
58,32,46,103,36,clay,rabi,yes,sugarcane
72,22,45,217,33,clay,kharif,no,wheat
71,17,14,59,16,sandy,zaid,yes,rice
30,70,69,111,16,sandy,rabi,yes,sugarcane
72,73,57,111,19,clay,zaid,yes,cotton
78,92,44,176,27,clay,zaid,yes,rice
78,92,100,182,35,loamy,kharif,no,rice
25,24,80,179,20,sandy,zaid,yes,maize
56,96,73,178,16,sandy,rabi,no,sugarcane
50,78,36,56,17,loamy,zaid,no,maize
46,59,83,283,38,clay,rabi,yes,wheat
94,73,12,132,21,sandy,rabi,yes,rice
85,27,76,252,35,loamy,rabi,yes,maize
79,71,25,202,35,loamy,kharif,yes,wheat
11,64,35,206,34,sandy,kharif,yes,wheat
39,44,70,144,40,loamy,kharif,yes,rice
95,99,18,54,30,clay,zaid,yes,cotton
29,50,61,300,36,sandy,rabi,no,cotton
70,21,77,71,20,clay,kharif,yes,wheat
50,48,53,212,38,sandy,zaid,yes,cotton
24,30,99,149,32,sandy,kharif,no,wheat
35,69,87,298,39,clay,zaid,no,rice
11,69,50,155,23,loamy,zaid,no,wheat
28,68,39,90,32,sandy,kharif,no,sugarcane
94,93,65,184,20,clay,kharif,yes,rice
87,50,98,203,38,loamy,kharif,yes,wheat
22,17,20,265,30,clay,rabi,no,sugarcane
37,38,88,99,31,clay,kharif,no,sugarcane
35,40,54,154,34,sandy,rabi,yes,wheat
89,93,19,195,21,sandy,kharif,yes,rice
58,82,77,295,37,sandy,rabi,no,maize
50,52,43,126,37,loamy,zaid,yes,cotton
63,41,23,216,23,sandy,kharif,yes,rice
26,67,13,102,36,loamy,zaid,no,sugarcane
90,13,82,166,34,loamy,rabi,no,maize
34,68,51,167,16,sandy,zaid,no,sugarcane
69,80,55,276,16,sandy,kharif,no,maize
80,41,96,155,25,clay,rabi,yes,rice
23,31,73,224,36,sandy,rabi,yes,rice
16,15,16,188,27,clay,rabi,yes,rice
82,74,87,231,17,loamy,rabi,yes,maize
29,74,57,180,25,sandy,rabi,no,wheat
81,15,66,236,19,loamy,kharif,no,wheat
12,79,33,160,20,sandy,rabi,yes,wheat
79,84,23,184,37,clay,rabi,no,maize
63,67,59,70,21,clay,rabi,yes,cotton
69,80,49,299,25,loamy,rabi,no,sugarcane
35,15,37,81,22,loamy,rabi,yes,cotton
95,24,93,138,40,sandy,zaid,yes,maize
50,98,89,210,17,sandy,kharif,yes,sugarcane
96,54,22,273,33,sandy,zaid,yes,sugarcane
28,26,50,204,30,loamy,zaid,no,cotton
59,52,34,265,33,loamy,kharif,yes,cotton
44,45,71,236,40,clay,zaid,yes,rice
58,82,12,239,39,loamy,rabi,yes,maize
53,60,38,259,33,clay,kharif,yes,sugarcane
29,42,55,207,26,sandy,kharif,yes,maize
56,29,92,127,19,clay,rabi,no,sugarcane
43,71,43,128,22,clay,kharif,yes,cotton
52,71,92,183,20,sandy,zaid,no,cotton
38,48,72,238,23,sandy,zaid,yes,cotton
14,24,85,121,18,clay,zaid,no,maize
85,53,83,236,31,clay,rabi,no,wheat
95,56,42,187,35,sandy,zaid,no,cotton
28,34,11,207,17,sandy,zaid,yes,rice
43,88,44,141,38,loamy,rabi,yes,rice
